ID,Borough,Name,Overall_Pop,Race_White,Race_Black,Race_Asian,Race_Latino,Race_Other,Age0to17,Age18to24,Age25to44,Age45to64,Age65plus,Ltd_Eng_Prof,lower_95CL,upper_95CL,NYC_Comparison,Born_Outside_US,lower_95CL,upper_95CL,School_Absent,NYC_Comparison,On_Time_HS_Grad,NYC_Comparison,Edu_Did_Not_Complete_HS,lower_95CL,upper_95CL,NYC_Comparison,Edu_HSGrad_Some_College,lower_95CL,upper_95CL,NYC_Comparison,Edu_College_Degree_And_Higher,lower_95CL,upper_95CL,NYC_Comparison,Poverty,Unemployment,lower_95CL,upper_95CL,NYC_Comparison,Rent_Burden,lower_95CL,upper_95CL,NYC_Comparison,Gentrification,Avertable_Death,Assault_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Jail_Incarceration,Helpful_Neighbor,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Homes_No_Defects,Homes_Roach,Homes_AC,Air_Pollution,Bike_Coverage,NYC_Comparison,Pedestrian_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Ratio_Bodega_Supermarket,Farmers_Markets,Late_No_Prenatal,NYC_Comparison,Preterm_Births,NYC_Comparison,Teen_Births,Teen_Births_reliability_note,NYC_Comparison,Child_Obesity,lower_95CL,upper_95CL,NYC_Comparison,Child_Asthma,lower_95CL,upper_95CL,NYC_Comparison,Avoidable_Child_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Self_Rep_Health,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Physical_Activity,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Sugary_Drink,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Fruit_Veg,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Smoking,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Uninsured,Uninsured_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Unmet_Med_Care,Unmet_Med_Care_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Avoidable_Adult_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Falls_Hosp,lower_95CL,upper_95CL,NYC_Comparison,HPV_Vaccination_All,HPV_Vaccination_Female,HPV_Vaccination_Male,Flu_Vaccination,Flu_Vaccination_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Obesity,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Diabetes,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Hypertension,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,HIV_Diagnoses,HIV_Diagnoses_reliability_note,HepC_Reports,Binge_Drink,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Psych_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Infant_Mort,Infant_Mort_reliability_note,NYC_Comparison,Premature_Mort_Number,Premature_Mort_Rate,NYC_Comparison,Life_Expectancy,lower_95CL,upper_95CL,NYC_Comparison
210,Bronx,Throgs Neck and Co-op City,121868,30,23,5,40,1,20,9,26,27,18,12,10.7,13.7,Lower,21,18.4,22.8,21,Higher,75,Similar,16,14.4,17.6,Lower,50,47.6,52.9,Higher,34,31.7,35.7,Lower,14,9,7.8,10.4,Similar,45,41,49.1,Lower,n/a,27,53,45.3,60.7,Similar,243,82,75.1,86.6,Higher,0.001,Higher,<0.001,50,13,93,7.5,6,Lower,17,12.7,21.3,Lower,7,1,7.9,Higher,11,Higher,13.3,,Lower,23,21.4,23.8,Higher,240,216.5,262.6,Similar,1023,796.3,1295.2,Higher,77,70.2,81.9,Similar,0.625,Similar,0.289,75,68,80,Similar,0.601,Similar,0.106,35,28,43.8,Higher,0.002,Similar,0.342,87,82.2,91.3,Similar,0.969,Similar,0.084,14,9.7,20.7,Similar,0.809,Similar,0.971,7,*,3.8,12.4,Lower,0.034,Lower,0.016,12,,7.3,19.7,Similar,0.515,Similar,0.964,1185,1121.1,1249.3,Higher,1740,1638.4,1842.3,Higher,45,47,42,48,,39.9,56.3,Similar,0.274,Similar,0.913,24,18.4,30.6,Similar,0.928,Lower,0.006,13,10,17.9,Similar,0.324,Similar,0.154,37,32.6,42,Higher,<0.001,Similar,0.487,15.6,,46.8,14,8.9,20.3,Similar,0.199,Similar,0.746,438,394.3,481.3,Lower,4.3,,Similar,1114,183.3,Higher,81.1,80.8,81.4,Similar
211,Bronx,Morris Park and Bronxdale,116180,24,21,9,45,1,22,9,30,24,14,24,22.5,24.8,Similar,35,33.2,36.2,23,Higher,74,Similar,24,22.2,25,Higher,44,42.9,45.6,Higher,32,30.7,33.6,Lower,21,12,10.9,13.4,Higher,55,51.8,57.4,Higher,n/a,32,64,55.7,72.7,Similar,372,76,69.6,81.3,Similar,0.169,Higher,0.002,47,21,86,7.4,10,Similar,18,14.2,23.4,Similar,17,1,10.4,Higher,9,Similar,19.7,,Similar,23,21.4,25,Higher,325,298.7,350.9,Higher,951,745.3,1195.6,Higher,80,74.5,85.1,Similar,0.392,Higher,0.011,74,66.3,79.7,Similar,0.844,Similar,0.235,29,22.5,36.2,Similar,0.103,Similar,0.399,83,76.8,87.9,Similar,0.112,Similar,0.878,15,10.4,21.2,Similar,0.625,Similar,0.814,12,,7.6,17.8,Similar,0.896,Similar,0.949,12,,7.7,17.5,Similar,0.509,Similar,0.919,1613,1531,1694.5,Higher,1940,1815.8,2065.1,Higher,58,61,55,44,,36.8,51.6,Similar,0.875,Similar,0.23,32,25.6,39.6,Higher,0.017,Similar,0.988,14,9.9,18.2,Similar,0.328,Similar,0.191,31,26.1,37.4,Similar,0.284,Similar,0.137,18.1,,85.2,10,6.4,14.3,Lower,<0.001,Lower,0.016,769,711.4,827.4,Higher,8.1,,Higher,1110,206.9,Higher,79.9,79.6,80.2,Lower
212,Bronx,Williamsbridge and Baychester,156542,6,65,2,25,2,24,10,27,26,13,10,8.7,10.3,Lower,40,38.4,41,29,Higher,70,Lower,20,18.4,21.1,Similar,48,46.8,50.1,Higher,32,30.5,33.2,Lower,23,13,11.9,14,Higher,57,54.2,59.8,Higher,n/a,27,82,73.3,89.9,Higher,577,71,65.1,76.6,Similar,0.814,Similar,0.137,42,35,87,7.5,6,Lower,23,18.8,27.5,Similar,8,2,13.6,Higher,10.2,Higher,24,,Higher,24,22.3,24.8,Higher,369,345.9,391.2,Higher,1142,936.6,1346.9,Higher,78,72.6,82.4,Similar,0.963,Similar,0.074,71,64.8,76.6,Similar,0.537,Similar,0.618,29,23.4,35.3,Similar,0.054,Similar,0.342,88,83.8,91.9,Similar,0.658,Higher,0.013,11,7.7,15.3,Similar,0.149,Similar,0.063,8,,5,12.3,Similar,0.051,Lower,0.024,10,,7.1,13.8,Similar,0.9,Similar,0.217,1891,1812.7,1969.8,Higher,1328,1233,1422.9,Lower,57,60,53,46,,39.7,51.8,Similar,0.474,Similar,0.352,30,24.3,36.2,Higher,0.041,Similar,0.43,14,10.7,18.3,Similar,0.18,Similar,0.253,39,33.3,44,Higher,<0.001,Similar,0.266,34.5,,51.1,15,10.8,20.8,Similar,0.389,Similar,0.784,669,622,715.9,Similar,7.7,,Higher,1476,202.3,Higher,81,80.7,81.4,Similar
301,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,22,21,23.1,Similar,24,22.7,24.5,21,Similar,77,Similar,17,15.6,17.8,Lower,33,31.8,34.8,Lower,50,48.4,51.7,Higher,17,6,5.4,6.9,Lower,48,45.9,50.4,Lower,Gentrifying,23,34,28.8,38.2,Lower,305,77,70.1,82.1,Similar,0.114,Similar,0.163,50,19,86,9.6,17,Higher,17,13.8,21.2,Lower,25,4,2.6,Lower,5.4,Lower,16,,Lower,23,19.9,26.5,Similar,136,123.2,149.5,Lower,172,114.9,246.4,Lower,79,73.8,83.5,Similar,0.661,Similar,0.355,66,59.8,72.6,Lower,0.049,Similar,0.102,18,13.2,23.8,Lower,0.046,Lower,0.038,91,85.7,93.9,Similar,0.14,Higher,0.033,17,12.5,23.6,Similar,0.19,Similar,0.184,7,,4.6,11,Lower,0.008,Lower,0.003,17,,12,23.3,Higher,0.018,Higher,0.016,1131,1067.3,1194.6,Higher,1282,1183.9,1381,Lower,22,23,21,33,,26.9,39,Lower,<0.001,Lower,0.036,23,17.8,30.1,Similar,0.908,Similar,0.336,11,7.8,15.7,Similar,0.861,Similar,0.679,25,20.4,30.1,Similar,0.162,Similar,0.053,12,,45.2,19,14,24.1,Similar,0.614,Similar,0.202,440,403.7,475.5,Lower,2.4,,Lower,1185,166.1,Similar,81.1,80.8,81.4,Similar
302,Brooklyn,Fort Greene and Brooklyn Heights,117046,46,27,9,14,4,15,9,44,20,12,9,8.5,10.2,Lower,20,19.1,21,20,Similar,75,Similar,11,9.9,11.7,Lower,25,24,26.4,Lower,64,62.5,65.5,Higher,12,8,7.2,8.7,Similar,39,37,41.1,Lower,n/a,28,40,33.1,46.2,Lower,401,77,69.4,83.1,Similar,0.145,Similar,0.208,29,18,83,8.8,26,Higher,11,7.6,15,Lower,12,5,2.3,Lower,7.4,Lower,11.6,,Lower,14,9.8,18.3,Lower,249,218.6,280.1,Similar,297,186.2,449.8,Lower,86,80.9,90.3,Higher,<0.001,Higher,<0.001,76,69,82.5,Similar,0.309,Similar,0.17,20,14.3,26.7,Similar,0.281,Similar,0.268,88,81.9,92.4,Similar,0.816,Similar,0.475,11,6.4,16.7,Similar,0.217,Similar,0.201,4,*,1.6,7.8,Lower,<0.001,Lower,<0.001,12,,7.1,18.7,Similar,0.594,Similar,0.61,1338,1258.2,1418.2,Higher,1270,1157.1,1382.5,Lower,52,53,51,37,,30.6,44.6,Similar,0.085,Similar,0.665,24,17.8,30.9,Similar,0.985,Similar,0.459,6,3.6,9.9,Lower,<0.001,Lower,<0.001,25,19.5,31.5,Similar,0.27,Similar,0.132,16.2,,66.6,25,18.5,32.2,Higher,0.033,Higher,0.007,648,594.8,701.2,Similar,2.8,,Lower,821,178.7,Higher,80.6,80.3,81,Lower
303,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,12,11.2,12.9,Lower,20,18.6,20.7,30,Higher,70,Lower,21,20.2,22.4,Higher,43,42,44.9,Higher,35,33.8,36.7,Lower,23,13,11.6,14,Higher,53,50.6,55.5,Similar,Gentrifying,46,117,107.7,127.1,Higher,1045,66,59.6,71.5,Lower,0.047,Lower,0.021,40,30,77,8.1,11,Higher,25,20.6,30,Similar,57,5,5.9,Lower,9.5,Higher,26.9,,Higher,22,20.9,23.6,Higher,375,351.2,399,Higher,863,701.2,1050.3,Higher,76,70.6,80.6,Similar,0.423,Similar,0.706,70,64.4,75.9,Similar,0.412,Similar,0.68,29,23.7,34.9,Higher,0.044,Higher,0.041,84,78.9,88.3,Similar,0.159,Similar,0.379,19,15,24.4,Higher,0.019,Higher,0.019,11,,7.1,15.9,Similar,0.752,Similar,0.628,14,,9.4,19.3,Similar,0.161,Similar,0.16,2068,1979.8,2155.6,Higher,812,728.4,895.5,Lower,46,46,45,35,,29.3,41.4,Lower,0.007,Similar,0.22,29,23.6,34.6,Similar,0.069,Similar,0.346,13,9.7,17.8,Similar,0.399,Similar,0.518,34,28.7,38.7,Higher,0.042,Similar,0.112,55.1,,82,21,15.6,26.8,Similar,0.228,Similar,0.058,1002,944.5,1059.4,Higher,5.7,,Higher,1906,283.8,Higher,76.8,76.5,77.1,Lower
304,Brooklyn,Bushwick,112388,9,20,5,65,1,24,12,35,20,9,28,26.2,29.1,Higher,35,33.2,35.9,22,Higher,70,Lower,35,33,36.5,Higher,37,35.2,38.2,Similar,29,27.2,29.9,Lower,25,13,11.6,13.8,Higher,55,53.1,57.9,Higher,Gentrifying,33,72,63.1,80.7,Higher,610,67,59.2,73.3,Similar,0.144,Similar,0.088,40,35,79,8.1,14,Higher,22,16.7,27.3,Similar,31,4,9.3,Higher,8.3,Similar,31.7,,Higher,28,25.5,30.2,Higher,290,265.6,314.1,Higher,747,575.5,954.2,Similar,71,64.3,77.5,Lower,0.049,Similar,0.091,75,67.8,80.4,Similar,0.583,Similar,0.351,23,17.5,30.1,Similar,0.993,Similar,0.992,82,75.6,87.6,Similar,0.092,Similar,0.199,17,11.8,24.9,Similar,0.262,Similar,0.259,18,,13.3,24.3,Higher,0.016,Higher,0.02,13,,9,19.5,Similar,0.221,Similar,0.223,1897,1791.1,2003.5,Higher,1261,1128.1,1394.7,Lower,57,60,54,37,,30.6,43.3,Lower,0.037,Similar,0.503,26,20.6,33.3,Similar,0.392,Similar,0.92,13,9.5,17.8,Similar,0.437,Similar,0.572,26,21.5,31.4,Similar,0.378,Similar,0.172,37.4,,57.8,20,14.3,27.1,Similar,0.419,Similar,0.163,574,522.7,624.8,Lower,3.8,,Lower,971,205.7,Higher,80.4,79.9,80.8,Lower
305,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,16,15.1,16.9,Lower,36,34.5,37.3,31,Higher,68,Lower,23,21.8,24.2,Higher,56,54.4,57.3,Higher,21,20,22.3,Lower,30,10,8.9,11.3,Higher,52,49.5,54.4,Similar,Non-gentrifying,41,113,103.9,121.7,Higher,1065,72,65,77.6,Similar,0.967,Similar,0.777,38,34,82,7.7,8,Lower,26,21.7,30.3,Similar,13,5,10.7,Higher,11,Higher,29.3,,Higher,25,23.8,25.7,Higher,315,296.2,333.5,Higher,981,817.1,1145.8,Higher,70,63.1,76.4,Lower,0.02,Lower,0.039,70,62.8,75.9,Similar,0.341,Similar,0.541,31,25.1,38.3,Higher,0.015,Higher,0.012,76,69,82.5,Lower,0.001,Lower,0.002,13,8.6,18.7,Similar,0.735,Similar,0.699,7,,4.6,10.3,Lower,0.002,Lower,0.001,14,,9,20.2,Similar,0.201,Similar,0.195,2245,2162.7,2327.5,Higher,1110,1023.5,1195.7,Lower,58,61,55,35,,28.9,41.5,Lower,0.008,Similar,0.21,35,28.2,41.6,Higher,0.001,Higher,0.011,14,10.7,18.7,Similar,0.168,Similar,0.234,34,29,40.4,Higher,0.036,Similar,0.08,38.1,,78.9,14,9.7,19.3,Similar,0.15,Similar,0.476,1113,1056.2,1169.9,Higher,6.2,,Higher,2185,264.8,Higher,78.6,78.3,78.9,Lower
306,Brooklyn,Park Slope and Carroll Gardens,109351,63,10,6,17,4,18,5,46,20,10,7,6.6,8.1,Lower,17,15.8,18.1,11,Lower,77,Similar,9,8,9.6,Lower,17,16.3,18.6,Lower,74,72,75.4,Higher,10,6,5.1,6.7,Lower,37,34.2,39.1,Lower,n/a,25,30,23.6,37.2,Lower,294,82,75.4,86.4,Higher,0.001,Higher,0.001,32,17,91,8.9,29,Higher,18,13.1,23.6,Similar,12,3,1.8,Lower,6,Lower,20.8,,Higher,9,5.9,11.9,Lower,113,93.8,132.4,Lower,220,130.6,348.2,Lower,88,83.8,91.8,Higher,<0.001,Higher,<0.001,86,79.7,90.4,Higher,<0.001,Higher,<0.001,14,9.2,20.2,Lower,0.001,Lower,0.001,94,88.3,97.4,Higher,0.002,Higher,<0.001,15,9.8,23.4,Similar,0.611,Similar,0.632,4,*,1.9,8.9,Lower,<0.001,Lower,<0.001,6,,3.1,9.9,Lower,0.006,Lower,0.005,1407,1316.6,1497,Higher,1830,1677.5,1981.6,Higher,63,67,59,53,,44.9,61.4,Higher,0.02,Higher,<0.001,15,10.6,20.2,Lower,<0.001,Lower,<0.001,6,3.8,10.3,Lower,0.001,Lower,0.001,22,17.5,27.1,Lower,0.008,Lower,0.002,9.1,*,42.1,25,18.5,33.2,Higher,0.035,Higher,0.008,402,353.6,450.7,Lower,1.8,*,Lower,661,144.1,Lower,81.4,81.1,81.8,Similar
307,Brooklyn,Sunset Park,132721,23,3,30,42,2,22,9,39,21,9,49,47.2,50,Higher,48,46.6,49,9,Lower,75,Similar,41,39.4,42.7,Higher,29,27.6,29.9,Lower,30,29,31.4,Lower,29,8,6.9,8.5,Similar,57,54.7,59.6,Higher,Gentrifying,18,37,31.2,43.1,Lower,289,69,62.7,74.8,Similar,0.367,Similar,0.241,49,28,85,8.5,9,Lower,23,18.1,28.5,Similar,45,2,2.7,Lower,7.9,Lower,29.3,,Higher,18,15.4,20.5,Similar,104,89,118.5,Lower,390,281.1,527.2,Lower,74,67.4,79,Similar,0.134,Similar,0.248,68,61.7,73.6,Similar,0.1,Similar,0.201,24,18.5,30.4,Similar,0.806,Similar,0.82,87,82.1,91.4,Similar,0.985,Similar,0.604,12,8.4,17.1,Similar,0.474,Similar,0.449,22,,17.6,28.3,Higher,<0.001,Higher,<0.001,4,,2.6,7.5,Lower,<0.001,Lower,<0.001,1230,1151.7,1309.2,Higher,1748,1605.7,1890.5,Similar,72,76,69,40,,33.8,47.1,Similar,0.35,Similar,0.655,24,18.1,30.2,Similar,0.982,Similar,0.398,11,8.1,15.9,Similar,0.997,Similar,0.818,27,22.5,32.4,Similar,0.636,Similar,0.336,14.3,,48.2,12,7.6,17.1,Lower,0.016,Similar,0.091,401,361.5,440.6,Lower,2,,Lower,752,133.9,Lower,82.6,82.3,83,Higher
308,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,8,7,8.4,Lower,30,28.2,30.8,28,Higher,71,Lower,16,15.5,17.5,Lower,40,38.2,41.5,Similar,44,41.9,45.4,Similar,21,9,7.7,9.6,Similar,50,47.9,52.7,Similar,Gentrifying,36,85,74.4,95.1,Higher,872,69,61.1,75.6,Similar,0.413,Similar,0.297,23,35,77,8,45,Higher,27,21.4,34,Similar,25,0,7.4,Higher,9.2,Higher,24.6,,Higher,19,17,21.2,Similar,342,310.4,374.1,Higher,856,645.2,1114.8,Higher,84,79,87.2,Higher,0.009,Higher,0.002,74,66.7,80.3,Similar,0.727,Similar,0.484,21,15.2,28.6,Similar,0.549,Similar,0.534,84,77.4,89.5,Similar,0.295,Similar,0.521,18,12.1,25.4,Similar,0.224,Similar,0.224,12,,7.3,19.1,Similar,0.842,Similar,0.945,14,,8.1,22.7,Similar,0.314,Similar,0.314,1786,1686,1885.5,Higher,1112,995.3,1229,Lower,48,51,45,44,,36.5,51.3,Similar,0.943,Similar,0.19,26,19.2,33.5,Similar,0.581,Similar,0.899,13,9.3,17,Similar,0.545,Similar,0.701,33,27.6,38.5,Similar,0.109,Similar,0.235,44.3,,91.6,20,14.8,27.1,Similar,0.334,Similar,0.116,1149,1072.8,1224.7,Higher,5.4,,Higher,1024,234,Higher,79.3,78.9,79.7,Lower
309,Brooklyn,South Crown Heights and Lefferts Gardens,98650,18,69,2,9,2,22,9,30,25,14,11,10,12.4,Lower,41,39.6,42.6,22,Higher,77,Similar,16,14.8,17.5,Lower,48,46.3,50.6,Higher,35,33.7,37.2,Lower,22,11,10.1,12.4,Higher,55,52,57.6,Higher,Gentrifying,25,73,63.1,82.2,Higher,598,75,68.3,80.7,Similar,0.315,Similar,0.447,38,44,82,7.8,26,Higher,30,23.8,36.6,Higher,21,2,7.7,Higher,9.1,Similar,14.8,,Lower,19,17.3,21.4,Similar,260,234.1,286.5,Higher,675,494,900,Similar,78,72.2,82.9,Similar,0.99,Similar,0.691,77,70.4,81.9,Similar,0.199,Similar,0.09,32,24.9,39.6,Higher,0.022,Higher,0.02,81,73.4,86.1,Lower,0.03,Similar,0.071,8,5.5,12.5,Lower,0.003,Lower,0.003,16,,10.6,22.8,Similar,0.16,Similar,0.192,10,,6.5,14.5,Similar,0.851,Similar,0.814,1515,1428.9,1601.3,Higher,1076,972.2,1180.1,Lower,40,43,37,40,,33.2,46.8,Similar,0.286,Similar,0.787,32,25.4,39.7,Higher,0.021,Similar,0.099,15,11.2,19.3,Similar,0.111,Similar,0.162,37,31.1,43.7,Higher,0.006,Higher,0.016,31.4,,58.8,14,9.6,19.3,Similar,0.145,Similar,0.461,1102,1027.4,1177.5,Higher,3.5,,Lower,912,195.5,Higher,81.2,80.8,81.6,Similar
310,Brooklyn,Bay Ridge and Dyker Heights,142075,59,1,23,14,2,20,7,34,25,15,28,26.4,29.1,Higher,39,37.9,40.8,8,Lower,82,Higher,19,17.6,20.1,Similar,35,34.2,36.7,Lower,46,44.5,46.9,Higher,19,8,6.9,8.7,Similar,49,46.2,51.1,Similar,n/a,17,23,18.6,28.2,Lower,168,74,66.6,79.7,Similar,0.594,Similar,0.757,47,19,89,7.4,16,Higher,15,11.4,19,Lower,20,1,4.5,Lower,7.1,Lower,11.4,,Lower,16,14.4,16.9,Lower,52,42.2,62.8,Lower,140,74.8,240.2,Lower,74,67.9,78.9,Similar,0.133,Similar,0.26,70,62.5,76.7,Similar,0.432,Similar,0.646,20,15,26.8,Similar,0.333,Similar,0.321,92,88.6,94.8,Higher,0.003,Higher,<0.001,12,8.7,17.4,Similar,0.578,Similar,0.553,15,,9.8,21.6,Similar,0.267,Similar,0.313,9,,5.3,13.7,Similar,0.455,Similar,0.429,798,747,849.5,Lower,1876,1765.3,1986,Higher,40,45,36,35,,28.6,42.2,Lower,0.016,Similar,0.278,24,17.8,31.1,Similar,0.977,Similar,0.471,11,7.4,15.5,Similar,0.738,Similar,0.573,23,19.1,28.4,Lower,0.035,Lower,0.008,5.6,*,48.6,12,7.7,17.7,Lower,0.03,Similar,0.143,362,325.8,398.6,Lower,0.9,*,Lower,937,139.6,Lower,83.1,82.8,83.4,Higher
311,Brooklyn,Bensonhurst,204829,47,1,39,12,1,20,8,31,26,15,47,46,48.7,Higher,56,54.3,56.8,12,Lower,85,Higher,26,25,27.3,Higher,38,36.5,39,Similar,36,35,37.2,Lower,23,8,7.8,9.1,Similar,52,50.1,54.1,Similar,Non-gentrifying,14,23,19.3,27,Lower,152,67,61,73.3,Similar,0.16,Similar,0.085,62,12,94,7,2,Lower,20,16.8,24,Similar,27,1,5.8,Lower,8.4,Similar,12.5,,Lower,14,13.3,15.6,Lower,32,25.9,39.5,Lower,204,134.2,296.3,Lower,65,59.6,70.7,Lower,<0.001,Lower,<0.001,65,58.8,70.3,Lower,0.006,Lower,0.015,17,12.6,21.3,Lower,0.003,Lower,0.002,90,85.2,94,Similar,0.179,Higher,0.049,16,12.4,21.4,Similar,0.226,Similar,0.221,13,,8.8,18.1,Similar,0.571,Similar,0.669,6,,4.1,10.1,Lower,0.014,Lower,0.012,740,699,780.8,Lower,1579,1495.2,1663.6,Similar,45,50,40,42,,36,48.3,Similar,0.634,Similar,0.297,21,16,26.3,Similar,0.245,Lower,0.029,12,8.7,16.6,Similar,0.733,Similar,0.902,26,21.9,31.5,Similar,0.411,Similar,0.176,5.4,,65.4,9,6.2,14.1,Lower,<0.001,Lower,0.002,366,335.9,395.6,Lower,3.7,,Lower,1307,135.7,Lower,83.8,83.5,84,Higher
312,Brooklyn,Borough Park,201640,63,2,21,13,1,34,9,28,18,10,32,30.7,33.9,Higher,31,29.7,31.5,11,Lower,77,Similar,23,21.7,24.3,Higher,45,43.2,45.9,Higher,32,31.2,33.7,Lower,28,6,5.3,6.7,Lower,64,61.2,66.1,Higher,n/a,14,19,15.1,22.4,Lower,155,77,71.3,82.5,Similar,0.053,Similar,0.088,57,18,89,7.5,8,Lower,25,20.9,29.5,Similar,18,1,2.1,Lower,6,Lower,18.1,,Lower,17,15.7,18.9,Lower,31,25.8,36,Lower,118,79.1,169.7,Lower,78,72.6,82.1,Similar,0.894,Similar,0.734,67,61,72.7,Similar,0.054,Similar,0.119,22,17.2,28.7,Similar,0.793,Similar,0.787,91,86.1,94.3,Similar,0.084,Higher,0.018,10,6.9,14.8,Similar,0.081,Similar,0.072,15,,10.7,21.1,Similar,0.151,Similar,0.183,9,,5.6,13.1,Similar,0.408,Similar,0.381,951,895.2,1006.2,Lower,2014,1898.7,2129.6,Higher,25,27,22,46,,40.1,52.9,Similar,0.364,Higher,0.016,15,11,21.2,Lower,0.001,Lower,<0.001,9,6.5,13.3,Similar,0.215,Similar,0.129,27,21.9,32.3,Similar,0.541,Similar,0.278,6,,30.3,14,9.6,20.3,Similar,0.238,Similar,0.601,375,341.4,408,Lower,2.2,,Lower,959,124.4,Lower,84.2,83.9,84.5,Higher
313,Brooklyn,Coney Island,106459,56,12,14,16,1,19,8,25,27,22,43,41.7,44.9,Higher,53,52,54,26,Higher,71,Lower,18,16.4,19.1,Similar,37,35.2,39.6,Similar,45,43,46.6,Higher,24,11,9.6,12.8,Higher,55,52.3,58.6,Higher,Non-gentrifying,30,51,42.5,59,Similar,434,77,69.4,82.5,Similar,0.155,Similar,0.228,44,26,90,6.7,13,Higher,22,17.5,28.1,Similar,21,1,9.5,Higher,9.5,Higher,20.2,,Similar,18,15.7,20.5,Similar,147,127.2,167.6,Lower,423,273.8,624.6,Similar,70,63.6,75.1,Lower,0.004,Lower,0.011,71,64.4,77,Similar,0.577,Similar,0.839,21,14.7,28,Similar,0.437,Similar,0.42,91,84.1,95.1,Similar,0.199,Similar,0.078,19,13.4,25.9,Similar,0.102,Similar,0.102,14,,8.6,20.6,Similar,0.489,Similar,0.567,11,,6.9,17.7,Similar,0.691,Similar,0.703,1524,1449.1,1598.6,Higher,1800,1698.6,1901.2,Higher,40,45,35,42,,34.6,48.9,Similar,0.598,Similar,0.459,28,21.3,34.8,Similar,0.264,Similar,0.683,15,11.5,19.5,Similar,0.078,Similar,0.111,31,26,37.2,Similar,0.303,Similar,0.537,16.9,,115.5,11,6.9,16.7,Lower,0.009,Similar,0.057,765,703.8,826.6,Higher,5.6,,Higher,1101,215.5,Higher,80.4,80.1,80.7,Lower
314,Brooklyn,Flatbush and Midwood,165543,37,35,11,15,2,25,9,29,24,13,27,26.3,28.6,Higher,43,41.8,43.6,18,Lower,75,Similar,18,16.8,19.1,Similar,39,37.4,40.2,Similar,43,41.9,44.7,Similar,22,9,7.8,9.6,Similar,57,54.2,58.9,Higher,n/a,22,42,36.3,47.7,Lower,372,68,60.1,74.2,Similar,0.226,Similar,0.142,40,39,81,7.5,16,Higher,26,21.3,30.3,Similar,21,2,7.8,Higher,9.9,Higher,17.1,,Lower,21,19.2,22.3,Similar,113,100.2,125.1,Lower,447,338.7,579.4,Lower,77,70.1,82.4,Similar,0.701,Similar,0.98,69,62,75.5,Similar,0.274,Similar,0.444,26,20.3,33.3,Similar,0.345,Similar,0.339,80,72.2,85.6,Lower,0.02,Lower,0.044,10,6.8,14.6,Similar,0.066,Similar,0.057,16,,10.7,22.1,Similar,0.15,Similar,0.176,9,,4.9,15.4,Similar,0.599,Similar,0.567,1307,1242.5,1371.1,Higher,1767,1658.6,1874.8,Higher,41,44,38,38,,31.6,44.3,Similar,0.075,Similar,0.732,28,21.2,35,Similar,0.263,Similar,0.68,13,9.1,17.9,Similar,0.533,Similar,0.659,31,25,38,Similar,0.4,Similar,0.62,23,,81.6,13,8.7,19.4,Similar,0.127,Similar,0.376,600,556.7,643.3,Lower,4.1,,Lower,1300,169.4,Similar,82.4,82.1,82.7,Higher
